9.2,1;0;0;0;1,25,0,,0,0,0,1,9.3,,,9.3;4.2;5.2;,9.1;10.2;,
9.3,1;1;0;0;1,24,16,13,0,0,0,1,,,9.2;,9.4;8.4;,3.1;9.2;10.3;,
9.4,1;1;1;0;1,23,17,,0,1,1,1,3.2,,,10.6;,3.2;4.2;9.3;10.4;,
10.1,0;0;0;0;0,32,0,,0,0,0,1,8.1,,,10.2;6.1;7.1;8.1;9.1;,,
10.2,1;0;0;0;0,31,0,,0,0,0,1,8.2,,,10.3;7.2;8.2;9.2;,10.1;,
10.3,1;1;0;0;0,30,0,,0,0,0,1,8.3,,,10.4;8.3;9.3;,6.1;10.2;,
10.4,1;1;1;0;0,29,0,,0,0,0,1,10.5,,,10.5;9.4;,6.2;7.2;10.3;,
10.5,1;1;1;1;0,28,18,14,0,0,0,1,,,10.4;,10.6;,6.3;7.3;8.3;10.4;,
10.6,1;1;1;1;1,27,19,,0,1,1,1,8.4,,,,6.4;7.4;8.4;9.4;10.5;,
,,,,,,,,,,,,,,
This file is for the function named testGraphWithChainHammingDistance,,,,,,,,,,,,,,
Attributes, k-value, sub-attributes,,,,,,,,,,,,
x1,2,,,,,,,,,,,,,
x2,2,,,,,,,,,,,,,
x3,2,,,,,,,,,,,,,
x4,2,,,,,,,,,,,,,
x5,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Pilot Questions:,,,,,,,,,,,,,,
Any Vector Order,,,,,,,,,,,,,,
True Attributes:,,,,,,,,,,,,,,
Majority Flag not used,,,,,,,,,,,,,,
Static,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Original Results,,,,,,,,,,,,,,
Monotone Boolean Function Simplified: k = 0 = !x2!x3!x5 v !x1!x3!x5 v !x4!x5,,,,,,,,,,,,,,
Monotone Boolean Function Non-simplified: k = 0 = x2x4x5 v x2x3x5 v x1x3x5 v x4x5 v x3x4x5 v x1x3x4x5 v x1x2x4x5 v x2x3x4x5 v x1x2x3x5 v x1x2x3x4x5,,,,,,,,,,,,,,
Monotone Boolean Function Simplified: k = 1 = x2x3x5 v x1x3x5 v x4x5,,,,,,,,,,,,,,
Monotone Boolean Function Non-simplified: k = 1 = x2x4x5 v x2x3x5 v x1x3x5 v x4x5 v x3x4x5 v x1x3x4x5 v x1x2x4x5 v x2x3x4x5 v x1x2x3x5 v x1x2x3x4x5,,,,,,,,,,,,,,
Order of Questions:,1.1,1.2,2.1,2.2,3.1,3.2,4.1,5.1,6.3,7.3,8.3,9.3,10.5,
Answers:,0,1,0,1,0,1,1,0,0,0,0,0,0,
Total Questions: 13,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Reference Number,Vector,Planned Query Order,Updated Query Order,Final Query Order,Majority Flag,Class,Oracle,Confirmed,Expanded By,Up Expansions,Down Expansions,Up Expandable,Down Expandable,
1.1,0;1;0;1;0,2,1,1,0,0,0,1,,,7.1;8.1;,7.3;8.3;1.2;,7.1;8.1;,
1.2,0;1;0;1;1,1,2,2,0,1,1,1,,7.4;8.4;,,7.4;8.4;,4.1;2.1;1.1;,
2.1,0;1;0;0;1,4,3,3,0,0,0,1,,,9.1;,9.3;2.2;1.2;,9.1;8.1;,
2.2,0;1;1;0;1,3,4,4,0,1,1,1,,9.4;,,9.4;8.4;,3.1;2.1;8.2;,
3.1,0;0;1;0;1,6,5,5,0,0,0,1,,,6.1;,3.2;2.2;5.2;,9.1;6.1;,
3.2,1;0;1;0;1,5,6,6,0,1,1,1,,6.4;,,9.4;6.4;,3.1;9.2;6.2;,
4.1,0;0;0;1;1,8,7,7,0,1,1,1,,4.2;5.2;,,4.2;1.2;5.2;,9.1;7.1;,
4.2,1;0;0;1;1,7,0,,0,1,1,1,4.1,,,7.4;6.4;,4.1;9.2;7.2;,
5.1,0;0;1;1;0,10,8,8,0,0,0,1,,,,6.3;8.3;5.2;,7.1;6.1;,
5.2,0;0;1;1;1,9,9,,0,1,1,1,4.1,,,6.4;8.4;,4.1;3.1;5.1;,
6.1,0;0;1;0;0,14,0,,0,0,0,1,3.1,,,6.2;8.2;5.1;3.1;,10.1;,
6.2,1;0;1;0;0,13,0,,0,0,0,1,6.3,,,10.4;6.3;3.2;,6.1;10.2;,
6.3,1;0;1;1;0,12,10,9,0,0,0,1,,,7.2;6.2;,10.5;6.4;,5.1;7.2;6.2;,
6.4,1;0;1;1;1,11,11,,0,1,1,1,3.2,,,10.6;,5.2;4.2;3.2;6.3;,
7.1,0;0;0;1;0,18,0,,0,0,0,1,1.1,,10.1;,7.2;1.1;5.1;4.1;,10.1;,
7.2,1;0;0;1;0,17,0,,0,0,0,1,6.3,,10.2;,7.3;6.3;4.2;,7.1;10.2;,
7.3,1;1;0;1;0,16,12,10,0,0,0,1,,,10.3;,10.5;7.4;,1.1;7.2;10.3;,
7.4,1;1;0;1;1,15,13,,0,1,1,1,1.2,10.6;,,10.6;,1.2;4.2;9.3;7.3;,
8.1,0;1;0;0;0,22,0,,0,0,0,1,1.1,,,10.3;8.2;1.1;2.1;,10.1;,
8.2,0;1;1;0;0,21,0,,0,0,0,1,8.3,,,10.4;8.3;2.2;,6.1;8.1;,
8.3,0;1;1;1;0,20,14,11,0,0,0,1,,,8.2;,10.5;8.4;,5.1;1.1;8.2;,
8.4,0;1;1;1;1,19,15,,0,1,1,1,1.2,,,10.6;,5.2;1.2;2.2;8.3;,
9.1,0;0;0;0;1,26,0,,0,0,0,1,2.1,,,9.2;2.1;3.1;4.1;,10.1;,
9.2,1;0;0;0;1,25,0,,0,0,0,1,9.3,,,9.3;3.2;4.2;,9.1;10.2;,
9.3,1;1;0;0;1,24,16,12,0,0,0,1,,,9.2;,9.4;7.4;,2.1;9.2;10.3;,
9.4,1;1;1;0;1,23,17,,0,1,1,1,2.2,,,10.6;,2.2;3.2;9.3;10.4;,
10.1,0;0;0;0;0,32,0,,0,0,0,1,7.1,,,10.2;8.1;6.1;7.1;9.1;,,
10.2,1;0;0;0;0,31,0,,0,0,0,1,7.2,,,10.3;6.2;7.2;9.2;,10.1;,
10.3,1;1;0;0;0,30,0,,0,0,0,1,7.3,,,10.4;7.3;9.3;,8.1;10.2;,
10.4,1;1;1;0;0,29,0,,0,0,0,1,10.5,,,10.5;9.4;,8.2;6.2;10.3;,
10.5,1;1;1;1;0,28,18,13,0,0,0,1,,,10.4;,10.6;,8.3;6.3;7.3;10.4;,
10.6,1;1;1;1;1,27,19,,0,1,1,1,7.4,,,,8.4;6.4;7.4;9.4;10.5;,
,,,,,,,,,,,,,,
This file is for the function named testhaus,,,,,,,,,,,,,,
Attributes, k-value, sub-attributes,,,,,,,,,,,,
x1,2,,,,,,,,,,,,,
x2,2,,,,,,,,,,,,,
x3,2,,,,,,,,,,,,,
x4,2,,,,,,,,,,,,,
x5,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Pilot Questions:,,,,,,,,,,,,,,
Any Vector Order,,,,,,,,,,,,,,
True Attributes:,,,,,,,,,,,,,,
Majority Flag not used,,,,,,,,,,,,,,
Static,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Original Results,,,,,,,,,,,,,,
Monotone Boolean Function Simplified: k = 0 = !x4!x5 v !x2!x3!x5 v !x1!x3!x5,,,,,,,,,,,,,,
Monotone Boolean Function Non-simplified: k = 0 = x1x2x3x4x5 v x1x2x3x5 v x4x5 v x1x2x4x5 v x1x3x4x5 v x2x3x5 v x2x3x4x5 v x3x4x5 v x1x3x5 v x2x4x5,,,,,,,,,,,,,,
Monotone Boolean Function Simplified: k = 1 = x4x5 v x2x3x5 v x1x3x5,,,,,,,,,,,,,,
Monotone Boolean Function Non-simplified: k = 1 = x1x2x3x4x5 v x1x2x3x5 v x4x5 v x1x2x4x5 v x1x3x4x5 v x2x3x5 v x2x3x4x5 v x3x4x5 v x1x3x5 v x2x4x5,,,,,,,,,,,,,,
Order of Questions:,1.3,1.6,2.2,2.4,3.1,6.2,9.1,9.2,,,,,,
Answers:,0,1,0,1,1,1,0,1,,,,,,
Total Questions: 8,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Reference Number,Vector,Planned Query Order,Updated Query Order,Final Query Order,Majority Flag,Class,Oracle,Confirmed,Expanded By,Up Expansions,Down Expansions,Up Expandable,Down Expandable,
1.1,0;0;0;0;0,6,0,,0,0,0,1,7.1,,,1.2;7.1;5.1;4.1;2.1;,,
1.2,1;0;0;0;0,5,0,,0,0,0,1,1.3,,,1.3;5.2;4.2;2.2;,1.1;,
1.3,1;1;0;0;0,4,1,1,0,0,0,1,,1.4;,7.1;1.2;,1.4;4.3;2.3;,7.1;1.2;,
1.4,1;1;1;0;0,3,0,,0,0,0,1,1.3,1.5;,,1.5;2.4;,7.2;5.2;1.3;,
1.5,1;1;1;1;0,2,2,,0,0,0,1,1.4,,7.3;5.3;4.3;,1.6;,7.3;5.3;4.3;1.4;,
1.6,1;1;1;1;1,1,3,2,0,1,1,1,,,,,7.4;5.4;4.4;2.4;1.5;,
2.1,0;0;0;0;1,10,0,,0,0,0,1,2.2,,,2.2;6.1;9.1;3.1;,1.1;,
2.2,1;0;0;0;1,9,4,3,0,0,0,1,,2.3;,2.1;,2.3;9.2;3.2;,2.1;1.2;,
2.3,1;1;0;0;1,8,5,,0,0,0,1,2.2,,6.1;,2.4;4.4;,6.1;2.2;1.3;,
2.4,1;1;1;0;1,7,6,4,0,1,1,1,,,,1.6;,6.2;9.2;2.3;1.4;,
3.1,0;0;0;1;1,12,7,5,0,1,1,1,,3.2;10.2;8.2;,,3.2;10.2;8.2;,2.1;4.1;,
3.2,1;0;0;1;1,11,0,,0,1,1,1,3.1,4.4;5.4;,,4.4;5.4;,3.1;2.2;4.2;,
4.1,0;0;0;1;0,16,0,,0,0,0,1,8.1,,,4.2;10.1;8.1;3.1;,1.1;,
4.2,1;0;0;1;0,15,0,,0,0,0,1,5.3,,,4.3;5.3;3.2;,4.1;1.2;,
4.3,1;1;0;1;0,14,8,,0,0,0,1,1.5,,,1.5;4.4;,10.1;4.2;1.3;,
4.4,1;1;0;1;1,13,9,,0,1,1,1,3.2,,,1.6;,10.2;3.2;2.3;4.3;,
5.1,0;0;1;0;0,20,0,,0,0,0,1,8.1,,,5.2;7.2;8.1;9.1;,1.1;,
5.2,1;0;1;0;0,19,0,,0,0,0,1,5.3,,,1.4;5.3;9.2;,5.1;1.2;,
5.3,1;0;1;1;0,18,10,,0,0,0,1,1.5,,4.2;5.2;,1.5;5.4;,8.1;4.2;5.2;,
5.4,1;0;1;1;1,17,11,,0,1,1,1,3.2,,,1.6;,8.2;3.2;9.2;5.3;,
6.1,0;1;0;0;1,22,12,,0,0,0,1,2.3,,,2.3;6.2;10.2;,2.1;7.1;,
6.2,0;1;1;0;1,21,13,6,0,1,1,1,,,,2.4;7.4;,9.1;6.1;7.2;,
7.1,0;1;0;0;0,26,0,,0,0,0,1,1.3,,1.1;,1.3;7.2;10.1;6.1;,1.1;,
7.2,0;1;1;0;0,25,0,,0,0,0,1,7.3,,,1.4;7.3;6.2;,5.1;7.1;,
7.3,0;1;1;1;0,24,14,,0,0,0,1,1.5,,8.1;10.1;7.2;,1.5;7.4;,8.1;10.1;7.2;,
7.4,0;1;1;1;1,23,15,,0,1,1,1,10.2,,,1.6;,8.2;10.2;6.2;7.3;,
8.1,0;0;1;1;0,28,16,,0,0,0,1,7.3,,4.1;5.1;,5.3;7.3;8.2;,4.1;5.1;,
8.2,0;0;1;1;1,27,17,,0,1,1,1,3.1,,,5.4;7.4;,3.1;9.1;8.1;,
9.1,0;0;1;0;1,30,18,7,0,0,0,1,,,,9.2;6.2;8.2;,2.1;5.1;,
9.2,1;0;1;0;1,29,19,8,0,1,1,1,,,,2.4;5.4;,9.1;2.2;5.2;,
10.1,0;1;0;1;0,32,20,,0,0,0,1,7.3,,,4.3;7.3;10.2;,4.1;7.1;,
10.2,0;1;0;1;1,31,21,,0,1,1,1,3.1,7.4;,,4.4;7.4;,3.1;6.1;10.1;,
This file is for the function named testGroupAvg,,,,,,,,,,,,,,
Attributes, k-value, sub-attributes,,,,,,,,,,,,
x1,2,,,,,,,,,,,,,
x2,2,,,,,,,,,,,,,
x3,2,,,,,,,,,,,,,
x4,2,,,,,,,,,,,,,
x5,2,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Pilot Questions:,,,,,,,,,,,,,,
Any Vector Order,,,,,,,,,,,,,,
True Attributes:,,,,,,,,,,,,,,
Majority Flag not used,,,,,,,,,,,,,,
Static,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Original Results,,,,,,,,,,,,,,
Monotone Boolean Function Simplified: k = 0 = !x2!x3!x5 v !x1!x3!x5 v !x4!x5,,,,,,,,,,,,,,
Monotone Boolean Function Non-simplified: k = 0 = x1x3x4x5 v x2x3x5 v x1x2x3x4x5 v x2x4x5 v x3x4x5 v x1x3x5 v x4x5 v x1x2x4x5 v x2x3x4x5 v x1x2x3x5,,,,,,,,,,,,,,
Monotone Boolean Function Simplified: k = 1 = x2x3x5 v x1x3x5 v x4x5,,,,,,,,,,,,,,
Monotone Boolean Function Non-simplified: k = 1 = x1x3x4x5 v x2x3x5 v x1x2x3x4x5 v x2x4x5 v x3x4x5 v x1x3x5 v x4x5 v x1x2x4x5 v x2x3x4x5 v x1x2x3x5,,,,,,,,,,,,,,
Order of Questions:,1.2,1.4,2.1,2.2,3.4,3.5,4.2,5.2,6.1,6.2,7.1,10.3,,
Answers:,0,1,0,1,0,0,1,1,0,1,1,0,,
Total Questions: 12,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Reference Number,Vector,Planned Query Order,Updated Query Order,Final Query Order,Majority Flag,Class,Oracle,Confirmed,Expanded By,Up Expansions,Down Expansions,Up Expandable,Down Expandable,
1.1,0;0;1;0;0,4,0,,0,0,0,1,1.2,,3.1;,1.2;9.2;5.1;6.1;,3.1;,
1.2,1;0;1;0;0,3,1,1,0,0,0,1,,1.3;,1.1;3.2;,3.4;1.3;6.2;,1.1;3.2;,
1.3,1;0;1;1;0,2,2,,0,0,0,1,1.2,,5.1;8.2;,3.5;1.4;,5.1;8.2;1.2;,
1.4,1;0;1;1;1,1,3,2,0,1,1,1,,3.6;,,3.6;,5.2;7.2;6.2;1.3;,
2.1,0;1;0;0;1,6,4,3,0,0,0,1,,,10.1;9.1;,10.3;2.2;4.2;,10.1;9.1;,
2.2,0;1;1;0;1,5,5,4,0,1,1,1,,10.4;9.4;,,10.4;9.4;,6.1;2.1;9.2;,
3.1,0;0;0;0;0,12,0,,0,0,0,1,1.1,,,3.2;9.1;1.1;8.1;10.1;,,
3.2,1;0;0;0;0,11,0,,0,0,0,1,1.2,,,3.3;1.2;8.2;10.2;,3.1;,
3.3,1;1;0;0;0,10,0,,0,0,0,1,3.4,,,3.4;8.3;10.3;,9.1;3.2;,
3.4,1;1;1;0;0,9,6,5,0,0,0,1,,,9.2;3.3;,3.5;10.4;,9.2;1.2;3.3;,
3.5,1;1;1;1;0,8,7,6,0,0,0,1,,,9.3;8.3;,3.6;,9.3;1.3;8.3;3.4;,
3.6,1;1;1;1;1,7,0,,0,1,1,1,1.4,,,,9.4;1.4;8.4;10.4;3.5;,
4.1,0;1;0;1;0,14,8,,0,0,0,1,9.3,,,8.3;9.3;4.2;,8.1;9.1;,
4.2,0;1;0;1;1,13,9,7,0,1,1,1,,8.4;,,8.4;9.4;,7.1;2.1;4.1;,
5.1,0;0;1;1;0,16,10,,0,0,0,1,1.3,,8.1;,1.3;9.3;5.2;,8.1;1.1;,
5.2,0;0;1;1;1,15,11,8,0,1,1,1,,,,1.4;9.4;,7.1;6.1;5.1;,
6.1,0;0;1;0;1,18,12,9,0,0,0,1,,,,6.2;2.2;5.2;,10.1;1.1;,
6.2,1;0;1;0;1,17,13,10,0,1,1,1,,,,10.4;1.4;,6.1;10.2;1.2;,
7.1,0;0;0;1;1,20,14,11,0,1,1,1,,7.2;,,7.2;4.2;5.2;,10.1;8.1;,
7.2,1;0;0;1;1,19,0,,0,1,1,1,7.1,,,8.4;1.4;,7.1;10.2;8.2;,
8.1,0;0;0;1;0,24,0,,0,0,0,1,5.1,,,8.2;4.1;5.1;7.1;,3.1;,
8.2,1;0;0;1;0,23,0,,0,0,0,1,1.3,,,8.3;1.3;7.2;,8.1;3.2;,
8.3,1;1;0;1;0,22,15,,0,0,0,1,3.5,,,3.5;8.4;,4.1;8.2;3.3;,
8.4,1;1;0;1;1,21,16,,0,1,1,1,4.2,,,3.6;,4.2;7.2;10.3;8.3;,
9.1,0;1;0;0;0,28,0,,0,0,0,1,2.1,,,3.3;9.2;4.1;2.1;,3.1;,
9.2,0;1;1;0;0,27,0,,0,0,0,1,3.4,,,3.4;9.3;2.2;,1.1;9.1;,
9.3,0;1;1;1;0,26,17,,0,0,0,1,3.5,,4.1;,3.5;9.4;,5.1;4.1;9.2;,
9.4,0;1;1;1;1,25,18,,0,1,1,1,2.2,,,3.6;,5.2;4.2;2.2;9.3;,
10.1,0;0;0;0;1,32,0,,0,0,0,1,2.1,,,10.2;2.1;6.1;7.1;,3.1;,
10.2,1;0;0;0;1,31,0,,0,0,0,1,10.3,,,10.3;6.2;7.2;,10.1;3.2;,
10.3,1;1;0;0;1,30,19,12,0,0,0,1,,,10.2;,10.4;8.4;,2.1;10.2;3.3;,
10.4,1;1;1;0;1,29,20,,0,1,1,1,2.2,,,3.6;,2.2;6.2;10.3;3.4;,
